Area Code,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,记录数,Product Line,Product Type,Product,Profit,Sales,State,Target COGS,Target Margin,Target Profit,Target Sales,Total Expenses,Type
309,54,2012-12-01 00:00:00.000,601,79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,53,133,Illinois,40,70,50,110,26,Regular
816,63,2012-12-01 00:00:00.000,1075,76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,60,70,40,130,40,Decaf
959,49,2012-12-01 00:00:00.000,392,65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,21,114,Connecticut,40,70,40,110,44,Decaf
435,50,2012-12-01 00:00:00.000,898,73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,47,123,Utah,40,70,50,110,26,Decaf
603,52,2012-12-01 00:00:00.000,327,75,Small Market,East,16,1,Beans,Coffee,Amaretto,37,127,New Hampshire,40,70,50,110,38,Regular
475,55,2012-12-01 00:00:00.000,627,76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,50,70,10,120,78,Regular
603,49,2012-12-01 00:00:00.000,335,69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,40,70,10,110,73,Regular
503,41,2012-12-01 00:00:00.000,482,57,Small Market,West,13,1,Beans,Coffee,Colombian,1,98,Oregon,40,70,20,110,56,Regular
503,54,2012-12-01 00:00:00.000,424,73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,28,127,Oregon,50,70,40,120,45,Regular
405,65,2012-12-01 00:00:00.000,403,80,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,60,70,20,130,58,Decaf
435,52,2012-12-01 00:00:00.000,327,75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,36,127,Utah,40,70,40,110,39,Decaf
801,48,2012-12-01 00:00:00.000,462,74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,28,122,Utah,40,70,40,110,46,Decaf
425,49,2012-12-01 00:00:00.000,845,71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,46,120,Washington,40,70,50,110,25,Decaf
860,50,2012-12-01 00:00:00.000,898,73,Small Market,East,14,1,Leaves,Tea,Darjeeling,47,123,Connecticut,50,70,50,120,26,Regular
234,51,2013-10-01 00:00:00.000,503,71,Major Market,Central,46,1,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,40,70,30,110,76,Decaf
614,52,2013-10-01 00:00:00.000,405,71,Major Market,Central,17,1,Beans,Coffee,Amaretto,39,131,Ohio,40,70,60,110,45,Regular
937,43,2013-10-01 00:00:00.000,419,64,Major Market,Central,13,1,Beans,Coffee,Colombian,42,114,Ohio,30,70,60,100,36,Regular
774,51,2013-10-01 00:00:00.000,542,65,Major Market,East,46,1,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,30,70,30,100,76,Regular
682,72,2013-10-01 00:00:00.000,-868,110,Major Market,South,23,1,Beans,Espresso,Caffe Latte,82,194,Texas,40,70,50,110,55,Regular
772,48,2013-10-01 00:00:00.000,851,70,Major Market,East,13,1,Leaves,Tea,Green Tea,68,126,Florida,50,70,60,120,24,Regular
225,60,2013-10-01 00:00:00.000,329,99,Small Market,South,18,1,Beans,Espresso,Caffe Mocha,86,169,Louisiana,30,70,70,100,41,Regular
541,52,2013-10-01 00:00:00.000,405,71,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,40,131,Oregon,30,70,60,100,44,Regular
425,56,2013-10-01 00:00:00.000,385,70,Small Market,West,21,1,Beans,Espresso,Caffe Mocha,24,134,Washington,40,70,50,110,54,Regular
580,56,2013-10-01 00:00:00.000,385,70,Small Market,South,21,1,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,40,70,50,110,54,Decaf
435,45,2013-10-01 00:00:00.000,447,69,Small Market,West,14,1,Leaves,Herbal Tea,Lemon,34,121,Utah,20,70,60,90,46,Decaf
614,52,2013-11-01 00:00:00.000,509,73,Major Market,Central,47,1,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,50,70,10,120,76,Decaf
234,46,2013-11-01 00:00:00.000,424,68,Major Market,Central,14,1,Beans,Coffee,Colombian,47,121,Ohio,40,70,40,110,36,Regular
970,52,2013-11-01 00:00:00.000,509,73,Major Market,Central,47,1,Leaves,Herbal Tea,Lemon,-6,133,Colorado,40,70,10,110,77,Decaf
970,59,2013-11-01 00:00:00.000,411,79,Major Market,Central,19,1,Leaves,Herbal Tea,Mint,47,147,Colorado,50,70,40,120,47,Decaf
936,59,2013-11-01 00:00:00.000,411,79,Major Market,South,19,1,Leaves,Herbal Tea,Chamomile,47,147,Texas,50,70,40,120,47,Decaf
914,50,2013-11-01 00:00:00.000,589,73,Major Market,East,14,1,Leaves,Tea,Green Tea,70,131,New York,50,70,50,120,26,Regular
203,53,2013-11-01 00:00:00.000,380,71,Small Market,East,17,1,Beans,Espresso,Decaf Espresso,39,132,Connecticut,50,70,40,120,45,Decaf
435,54,2013-11-01 00:00:00.000,885,78,Small Market,West,15,1,Beans,Espresso,Decaf Espresso,77,141,Utah,50,70,50,120,26,Decaf
505,43,2013-11-01 00:00:00.000,452,66,Small Market,South,14,1,Beans,Coffee,Colombian,30,116,New Mexico,50,70,30,120,46,Regular
318,61,2013-11-01 00:00:00.000,-906,86,Small Market,South,55,1,Beans,Espresso,Caffe Latte,1,157,Louisiana,40,70,10,110,85,Regular
503,55,2013-11-01 00:00:00.000,410,69,Small Market,West,20,1,Beans,Espresso,Caffe Latte,24,132,Oregon,50,70,30,120,53,Regular
475,82,2013-11-01 00:00:00.000,601,102,Small Market,East,31,1,Leaves,Herbal Tea,Lemon,56,196,Connecticut,60,70,30,130,64,Decaf
715,61,2013-11-01 00:00:00.000,613,86,Small Market,Central,55,1,Leaves,Tea,Earl Grey,3,157,Wisconsin,50,70,0,120,84,Regular
509,53,2013-11-01 00:00:00.000,321,88,Small Market,West,16,1,Leaves,Tea,Darjeeling,73,150,Washington,30,70,50,100,39,Regular
513,47,2013-12-01 00:00:00.000,521,65,Major Market,Central,42,1,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,40,70,10,110,71,Decaf
234,54,2013-12-01 00:00:00.000,424,73,Major Market,Central,17,1,Beans,Coffee,Amaretto,43,135,Ohio,50,70,40,120,44,Regular
361,67,2013-12-01 00:00:00.000,-1239,101,Major Market,South,22,1,Beans,Espresso,Caffe Latte,70,179,Texas,50,70,30,120,54,Regular
630,54,2013-12-01 00:00:00.000,601,79,Major Market,Central,15,1,Leaves,Tea,Darjeeling,79,142,Illinois,40,70,50,110,26,Regular
636,63,2013-12-01 00:00:00.000,1075,76,Small Market,Central,19,1,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,60,70,40,130,40,Decaf
203,49,2013-12-01 00:00:00.000,392,65,Small Market,East,16,1,Beans,Espresso,Decaf Espresso,31,121,Connecticut,40,70,40,110,44,Decaf
435,50,2013-12-01 00:00:00.000,898,73,Small Market,West,14,1,Beans,Espresso,Decaf Espresso,70,131,Utah,40,70,50,110,26,Decaf
603,52,2013-12-01 00:00:00.000,327,75,Small Market,East,16,1,Beans,Coffee,Amaretto,55,135,New Hampshire,40,70,50,110,38,Regular
203,55,2013-12-01 00:00:00.000,627,76,Small Market,East,49,1,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,50,70,10,120,78,Regular
603,49,2013-12-01 00:00:00.000,335,69,Small Market,East,44,1,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,40,70,10,110,73,Regular
541,41,2013-12-01 00:00:00.000,482,57,Small Market,West,13,1,Beans,Coffee,Colombian,1,104,Oregon,40,70,20,110,56,Regular
503,54,2013-12-01 00:00:00.000,424,73,Small Market,West,17,1,Beans,Espresso,Caffe Mocha,42,135,Oregon,50,70,40,120,45,Regular
405,65,2013-12-01 00:00:00.000,403,80,Small Market,South,24,1,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,60,70,20,130,58,Decaf
435,52,2013-12-01 00:00:00.000,327,75,Small Market,West,16,1,Leaves,Herbal Tea,Chamomile,53,135,Utah,40,70,40,110,39,Decaf
435,48,2013-12-01 00:00:00.000,462,74,Small Market,West,15,1,Leaves,Herbal Tea,Lemon,42,130,Utah,40,70,40,110,46,Decaf
425,49,2013-12-01 00:00:00.000,845,71,Small Market,West,13,1,Leaves,Herbal Tea,Lemon,68,128,Washington,40,70,50,110,25,Decaf
959,50,2013-12-01 00:00:00.000,898,73,Small Market,East,14,1,Leaves,Tea,Darjeeling,70,131,Connecticut,50,70,50,120,26,Regular
937,21,2012-10-01 00:00:00.000,480,32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,16,53,Ohio,0,30,30,30,16,Decaf
513,27,2012-10-01 00:00:00.000,859,39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,20,66,Ohio,10,30,30,40,19,Decaf
850,56,2012-10-01 00:00:00.000,385,70,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,16,126,Florida,30,30,20,60,54,Decaf
781,54,2012-10-01 00:00:00.000,404,66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,30,30,20,60,53,Decaf
413,21,2012-10-01 00:00:00.000,480,32,Major Market,East,5,1,Leaves,Tea,Green Tea,15,53,Massachusetts,20,30,30,50,17,Regular
505,39,2012-10-01 00:00:00.000,244,53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,14,92,New Mexico,20,30,20,50,39,Decaf
702,23,2012-10-01 00:00:00.000,800,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,58,Nevada,10,30,30,40,18,Decaf
563,21,2012-10-01 00:00:00.000,846,31,Small Market,Central,5,1,Beans,Coffee,Amaretto,15,52,Iowa,10,30,30,40,16,Regular
603,25,2012-10-01 00:00:00.000,209,31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,10,30,10,40,43,Regular
405,21,2012-10-01 00:00:00.000,480,32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,0,30,30,30,17,Regular
702,0,2012-10-01 00:00:00.000,430,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,32,43,Nevada,0,30,30,30,11,Regular
603,34,2012-10-01 00:00:00.000,240,43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,10,30,20,40,46,Decaf
505,21,2012-10-01 00:00:00.000,846,31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,10,30,30,40,17,Decaf
971,25,2012-10-01 00:00:00.000,820,36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,17,61,Oregon,10,30,30,40,19,Decaf
314,34,2012-10-01 00:00:00.000,240,43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-3,77,Missouri,10,30,10,40,46,Regular
603,21,2012-10-01 00:00:00.000,846,31,Small Market,East,5,1,Leaves,Tea,Darjeeling,14,52,New Hampshire,20,30,30,50,17,Regular
435,39,2012-10-01 00:00:00.000,244,53,Small Market,West,12,1,Leaves,Tea,Earl Grey,14,92,Utah,10,30,20,40,39,Regular
360,46,2012-10-01 00:00:00.000,449,67,Small Market,West,14,1,Leaves,Tea,Earl Grey,31,113,Washington,20,30,30,50,36,Regular
775,22,2012-11-01 00:00:00.000,802,34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,56,Nevada,20,30,20,50,17,Decaf
505,34,2012-11-01 00:00:00.000,-522,42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-4,76,New Mexico,20,30,-10,50,46,Regular
253,22,2012-11-01 00:00:00.000,570,30,Small Market,West,7,1,Beans,Espresso,Caffe Latte,11,52,Washington,20,30,20,50,19,Regular
603,33,2012-11-01 00:00:00.000,243,41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,20,30,0,50,45,Decaf
505,29,2012-11-01 00:00:00.000,1003,35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,5,64,New Mexico,20,30,10,50,30,Decaf
503,25,2012-11-01 00:00:00.000,823,38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,19,63,Oregon,20,30,20,50,19,Decaf
603,15,2012-11-01 00:00:00.000,848,24,Small Market,East,4,1,Leaves,Tea,Darjeeling,8,39,New Hampshire,10,30,20,40,16,Regular
541,32,2012-11-01 00:00:00.000,482,48,Small Market,West,8,1,Leaves,Tea,Darjeeling,28,80,Oregon,20,30,30,50,20,Regular
435,35,2012-11-01 00:00:00.000,248,47,Small Market,West,11,1,Leaves,Tea,Earl Grey,9,82,Utah,20,30,10,50,38,Regular
801,34,2012-11-01 00:00:00.000,211,42,Small Market,West,12,1,Leaves,Tea,Green Tea,-3,76,Utah,20,30,0,50,45,Regular
772,24,2012-12-01 00:00:00.000,567,32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,12,56,Florida,10,30,20,40,20,Decaf
505,38,2012-12-01 00:00:00.000,256,51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,12,89,New Mexico,30,30,0,60,39,Decaf
702,23,2012-12-01 00:00:00.000,807,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,17,58,Nevada,20,30,20,50,18,Decaf
641,16,2012-12-01 00:00:00.000,851,25,Small Market,Central,4,1,Beans,Coffee,Amaretto,10,41,Iowa,10,30,20,40,15,Regular
563,31,2012-12-01 00:00:00.000,1009,38,Small Market,Central,9,1,Beans,Coffee,Colombian,8,69,Iowa,30,30,10,60,30,Regular
603,20,2012-12-01 00:00:00.000,218,25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,10,30,0,40,41,Regular
580,29,2012-12-01 00:00:00.000,490,44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20,30,20,50,20,Regular
253,24,2012-12-01 00:00:00.000,567,32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,13,56,Washington,20,30,20,50,19,Regular
541,24,2012-12-01 00:00:00.000,829,36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,19,60,Oregon,20,30,20,50,17,Decaf
603,16,2012-12-01 00:00:00.000,851,25,Small Market,East,4,1,Leaves,Tea,Darjeeling,10,41,New Hampshire,10,30,20,40,15,Regular
971,29,2012-12-01 00:00:00.000,490,44,Small Market,West,8,1,Leaves,Tea,Darjeeling,25,73,Oregon,20,30,30,50,19,Regular
937,21,2013-10-01 00:00:00.000,480,32,Major Market,Central,5,1,Leaves,Herbal Tea,Chamomile,24,56,Ohio,0,30,30,30,16,Decaf
937,27,2013-10-01 00:00:00.000,859,39,Major Market,Central,7,1,Leaves,Herbal Tea,Lemon,30,70,Ohio,10,30,30,40,19,Decaf
786,56,2013-10-01 00:00:00.000,385,70,Major Market,East,21,1,Leaves,Herbal Tea,Lemon,24,134,Florida,30,30,20,60,54,Decaf
339,54,2013-10-01 00:00:00.000,404,66,Major Market,East,20,1,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,30,30,20,60,53,Decaf
781,21,2013-10-01 00:00:00.000,480,32,Major Market,East,5,1,Leaves,Tea,Green Tea,22,56,Massachusetts,20,30,30,50,17,Regular
505,39,2013-10-01 00:00:00.000,244,53,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,21,98,New Mexico,20,30,20,50,39,Decaf
775,23,2013-10-01 00:00:00.000,800,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,62,Nevada,10,30,30,40,18,Decaf
515,21,2013-10-01 00:00:00.000,846,31,Small Market,Central,5,1,Beans,Coffee,Amaretto,22,55,Iowa,10,30,30,40,16,Regular
603,25,2013-10-01 00:00:00.000,209,31,Small Market,East,9,1,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,10,30,10,40,43,Regular
580,21,2013-10-01 00:00:00.000,480,32,Small Market,South,5,1,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,0,30,30,30,17,Regular
702,0,2013-10-01 00:00:00.000,430,43,Small Market,West,0,1,Beans,Espresso,Caffe Latte,47,46,Nevada,0,30,30,30,11,Regular
603,34,2013-10-01 00:00:00.000,240,43,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,10,30,20,40,46,Decaf
505,21,2013-10-01 00:00:00.000,846,31,Small Market,South,5,1,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,10,30,30,40,17,Decaf
971,25,2013-10-01 00:00:00.000,820,36,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,25,65,Oregon,10,30,30,40,19,Decaf
314,34,2013-10-01 00:00:00.000,240,43,Small Market,Central,12,1,Leaves,Tea,Green Tea,-4,82,Missouri,10,30,10,40,46,Regular
603,21,2013-10-01 00:00:00.000,846,31,Small Market,East,5,1,Leaves,Tea,Darjeeling,21,55,New Hampshire,20,30,30,50,17,Regular
435,39,2013-10-01 00:00:00.000,244,53,Small Market,West,12,1,Leaves,Tea,Earl Grey,21,98,Utah,10,30,20,40,39,Regular
509,46,2013-10-01 00:00:00.000,449,67,Small Market,West,14,1,Leaves,Tea,Earl Grey,46,120,Washington,20,30,30,50,36,Regular
775,22,2013-11-01 00:00:00.000,802,34,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,60,Nevada,20,30,20,50,17,Decaf
505,34,2013-11-01 00:00:00.000,-522,42,Small Market,South,12,1,Beans,Espresso,Caffe Latte,-6,81,New Mexico,20,30,-10,50,46,Regular
425,22,2013-11-01 00:00:00.000,570,30,Small Market,West,7,1,Beans,Espresso,Caffe Latte,16,55,Washington,20,30,20,50,19,Regular
603,33,2013-11-01 00:00:00.000,243,41,Small Market,East,12,1,Leaves,Herbal Tea,Lemon,-6,79,New Hampshire,20,30,0,50,45,Decaf
505,29,2013-11-01 00:00:00.000,1003,35,Small Market,South,8,1,Leaves,Herbal Tea,Lemon,7,68,New Mexico,20,30,10,50,30,Decaf
541,25,2013-11-01 00:00:00.000,823,38,Small Market,West,7,1,Leaves,Herbal Tea,Chamomile,28,67,Oregon,20,30,20,50,19,Decaf
603,15,2013-11-01 00:00:00.000,848,24,Small Market,East,4,1,Leaves,Tea,Darjeeling,12,42,New Hampshire,10,30,20,40,16,Regular
503,32,2013-11-01 00:00:00.000,482,48,Small Market,West,8,1,Leaves,Tea,Darjeeling,42,85,Oregon,20,30,30,50,20,Regular
435,35,2013-11-01 00:00:00.000,248,47,Small Market,West,11,1,Leaves,Tea,Earl Grey,13,87,Utah,20,30,10,50,38,Regular
435,34,2013-11-01 00:00:00.000,211,42,Small Market,West,12,1,Leaves,Tea,Green Tea,-4,81,Utah,20,30,0,50,45,Regular
904,24,2013-12-01 00:00:00.000,567,32,Major Market,East,7,1,Leaves,Herbal Tea,Chamomile,18,60,Florida,10,30,20,40,20,Decaf
505,38,2013-12-01 00:00:00.000,256,51,Small Market,South,12,1,Beans,Espresso,Decaf Espresso,18,95,New Mexico,30,30,0,60,39,Decaf
775,23,2013-12-01 00:00:00.000,807,35,Small Market,West,6,1,Beans,Espresso,Decaf Espresso,25,62,Nevada,20,30,20,50,18,Decaf
563,16,2013-12-01 00:00:00.000,851,25,Small Market,Central,4,1,Beans,Coffee,Amaretto,15,44,Iowa,10,30,20,40,15,Regular
641,31,2013-12-01 00:00:00.000,1009,38,Small Market,Central,9,1,Beans,Coffee,Colombian,12,74,Iowa,30,30,10,60,30,Regular
603,20,2013-12-01 00:00:00.000,218,25,Small Market,East,7,1,Beans,Espresso,Regular Espresso,-24,48,New Hampshire,10,30,0,40,41,Regular
580,29,2013-12-01 00:00:00.000,490,44,Small Market,South,8,1,Beans,Espresso,Caffe Mocha,36,78,Oklahoma,20,30,20,50,20,Regular
206,24,2013-12-01 00:00:00.000,567,32,Small Market,West,7,1,Beans,Espresso,Caffe Latte,19,60,Washington,20,30,20,50,19,Regular
503,24,2013-12-01 00:00:00.000,829,36,Small Market,West,6,1,Leaves,Herbal Tea,Chamomile,28,64,Oregon,20,30,20,50,17,Decaf
603,16,2013-12-01 00:00:00.000,851,25,Small Market,East,4,1,Leaves,Tea,Darjeeling,15,44,New Hampshire,10,30,20,40,15,Regular
541,29,2013-12-01 00:00:00.000,490,44,Small Market,West,8,1,Leaves,Tea,Darjeeling,37,78,Oregon,20,30,30,50,19,Regular
915,76,2012-10-01 00:00:00.000,580,111,Major Market,South,21,1,Beans,Espresso,Decaf Espresso,78,187,Texas,40,80,80,120,33,Decaf
713,52,2012-10-01 00:00:00.000,405,71,Major Market,South,17,1,Leaves,Herbal Tea,Chamomile,26,123,Texas,30,80,70,110,45,Decaf
217,76,2012-10-01 00:00:00.000,580,111,Major Market,Central,21,1,Leaves,Tea,Darjeeling,78,187,Illinois,50,80,80,130,33,Regular
847,72,2012-10-01 00:00:00.000,650,110,Major Market,Central,23,1,Leaves,Tea,Earl Grey,55,182,Illinois,50,80,50,130,55,Regular
660,65,2012-10-01 00:00:00.000,1053,77,Small Market,Central,20,1,Beans,Coffee,Decaf Irish Cream,35,142,Missouri,50,80,70,130,42,Decaf
660,32,2012-10-01 00:00:00.000,833,47,Small Market,Central,8,1,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,80,110,19,Decaf
405,82,2012-10-01 00:00:00.000,788,123,Small Market,South,27,1,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,80,60,130,58,Decaf
715,56,2012-10-01 00:00:00.000,385,70,Small Market,Central,21,1,Beans,Coffee,Amaretto,15,126,Wisconsin,40,80,50,120,55,Regular
405,91,2012-10-01 00:00:00.000,-1785,127,Small Market,South,28,1,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,80,70,130,51,Regular
414,60,2012-10-01 00:00:00.000,329,99,Small Market,Central,18,1,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,80,120,42,Decaf
419,55,2012-11-01 00:00:00.000,410,69,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,80,40,150,53,Decaf
330,59,2012-11-01 00:00:00.000,411,79,Major Market,Central,19,1,Beans,Coffee,Amaretto,33,138,Ohio,50,80,50,130,46,Regular
650,75,2012-11-01 00:00:00.000,659,114,Major Market,West,24,1,Leaves,Tea,Green Tea,59,189,California,50,80,40,130,55,Regular
314,69,2012-11-01 00:00:00.000,1060,81,Small Market,Central,21,1,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,80,40,140,43,Decaf
503,46,2012-11-01 00:00:00.000,424,68,Small Market,West,14,1,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,80,50,130,36,Decaf
206,75,2012-11-01 00:00:00.000,1063,89,Small Market,West,23,1,Beans,Espresso,Decaf Espresso,45,164,Washington,70,80,40,150,44,Decaf
203,61,2012-11-01 00:00:00.000,613,86,Small Market,East,55,1,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,80,10,140,84,Regular
225,47,2012-11-01 00:00:00.000,834,68,Small Market,South,13,1,Beans,Coffee,Colombian,44,115,Louisiana,50,80,60,130,24,Regular
541,52,2012-11-01 00:00:00.000,509,73,Small Market,West,47,1,Beans,Coffee,Amaretto,-4,125,Oregon,60,80,10,140,77,Regular
435,53,2012-11-01 00:00:00.000,380,71,Small Market,West,17,1,Beans,Coffee,Colombian,27,124,Utah,60,80,50,140,44,Regular
503,59,2012-11-01 00:00:00.000,411,79,Small Market,West,19,1,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,80,50,130,46,Regular
920,53,2012-11-01 00:00:00.000,321,88,Small Market,Central,16,1,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,80,50,130,40,Decaf
959,54,2012-11-01 00:00:00.000,885,78,Small Market,East,15,1,Leaves,Tea,Darjeeling,51,132,Connecticut,50,80,60,130,27,Regular
740,46,2012-12-01 00:00:00.000,422,57,Major Market,Central,17,1,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,80,40,130,51,Decaf
630,67,2012-12-01 00:00:00.000,677,101,Major Market,Central,22,1,Leaves,Tea,Earl Grey,47,168,Illinois,50,80,40,130,54,Regular
518,54,2012-12-01 00:00:00.000,601,79,Major Market,East,15,1,Leaves,Tea,Green Tea,52,133,New York,50,80,60,130,27,Regular
213,67,2012-12-01 00:00:00.000,677,101,Major Market,West,22,1,Leaves,Tea,Green Tea,47,168,California,40,80,50,120,54,Regular
503,41,2012-12-01 00:00:00.000,435,60,Small Market,West,13,1,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,80,50,120,35,Decaf
715,65,2012-12-01 00:00:00.000,403,80,Small Market,Central,24,1,Beans,Coffee,Amaretto,22,145,Wisconsin,60,80,30,140,58,Regular
503,47,2012-12-01 00:00:00.000,521,65,Small Market,West,42,1,Beans,Coffee,Amaretto,-7,112,Oregon,50,80,20,130,72,Regular
801,49,2012-12-01 00:00:00.000,392,65,Small Market,West,16,1,Beans,Coffee,Colombian,21,114,Utah,50,80,50,130,44,Regular
509,65,2012-12-01 00:00:00.000,403,80,Small Market,West,24,1,Beans,Espresso,Caffe Mocha,23,145,Washington,60,80,30,140,57,Regular
985,68,2012-12-01 00:00:00.000,619,85,Small Market,South,25,1,Leaves,Herbal Tea,Lemon,26,153,Louisiana,60,80,30,140,59,Decaf
432,76,2013-10-01 00:00:00.000,580,111,Major Market,South,21,1,Beans,Espresso,Decaf Espresso,116,199,Texas,40,80,80,120,33,Decaf
325,52,2013-10-01 00:00:00.000,405,71,Major Market,South,17,1,Leaves,Herbal Tea,Chamomile,39,131,Texas,30,80,70,110,45,Decaf
815,76,2013-10-01 00:00:00.000,580,111,Major Market,Central,21,1,Leaves,Tea,Darjeeling,116,199,Illinois,50,80,80,130,33,Regular
815,72,2013-10-01 00:00:00.000,650,110,Major Market,Central,23,1,Leaves,Tea,Earl Grey,82,194,Illinois,50,80,50,130,55,Regular
636,65,2013-10-01 00:00:00.000,1053,77,Small Market,Central,20,1,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,50,80,70,130,42,Decaf
417,32,2013-10-01 00:00:00.000,833,47,Small Market,Central,8,1,Beans,Espresso,Decaf Espresso,42,84,Missouri,30,80,80,110,19,Decaf
405,82,2013-10-01 00:00:00.000,788,123,Small Market,South,27,1,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,50,80,60,130,58,Decaf
414,56,2013-10-01 00:00:00.000,385,70,Small Market,Central,21,1,Beans,Coffee,Amaretto,22,134,Wisconsin,40,80,50,120,55,Regular
405,91,2013-10-01 00:00:00.000,-1785,127,Small Market,South,28,1,Beans,Espresso,Caffe Latte,113,232,Oklahoma,50,80,70,130,51,Regular
715,60,2013-10-01 00:00:00.000,329,99,Small Market,Central,18,1,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,40,80,80,120,42,Decaf
937,55,2013-11-01 00:00:00.000,410,69,Major Market,Central,20,1,Beans,Espresso,Decaf Espresso,24,132,Ohio,70,80,40,150,53,Decaf
234,59,2013-11-01 00:00:00.000,411,79,Major Market,Central,19,1,Beans,Coffee,Amaretto,49,147,Ohio,50,80,50,130,46,Regular
209,75,2013-11-01 00:00:00.000,659,114,Major Market,West,24,1,Leaves,Tea,Green Tea,88,201,California,50,80,40,130,55,Regular
417,69,2013-11-01 00:00:00.000,1060,81,Small Market,Central,21,1,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,60,80,40,140,43,Decaf
503,46,2013-11-01 00:00:00.000,424,68,Small Market,West,14,1,Beans,Coffee,Decaf Irish Cream,47,121,Oregon,50,80,50,130,36,Decaf
425,75,2013-11-01 00:00:00.000,1063,89,Small Market,West,23,1,Beans,Espresso,Decaf Espresso,67,175,Washington,70,80,40,150,44,Decaf
475,61,2013-11-01 00:00:00.000,613,86,Small Market,East,55,1,Beans,Espresso,Caffe Mocha,3,157,Connecticut,60,80,10,140,84,Regular
